Name,Classification,Preferred Term,URL,Related Term,Category,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,A-Z,Age,Age,Age,Age,Age,Sex,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Season,,,,Snomed Code,Confidence,Notes,Done
Cookies on the isolation note service,,Online services - Isolation note,https://www.nhs.uk/nhs-services/online-services/isolation-note-service/cookies/,,NHS Services,,,,,,,,,Information,Legal documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Isolation note service privacy policy,,Online services - Isolation note,https://www.nhs.uk/nhs-services/online-services/isolation-note-service/privacy-policy/,,NHS Services,,,,,,,,,Information,Legal documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Isolation note service terms of use,,Online services - Isolation note,https://www.nhs.uk/nhs-services/online-services/isolation-note-service/terms-of-use/,,NHS Services,,,,,,,,,Information,Legal documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Cookies on the isolation note service,,Contact the NHS - Isolation note,https://www.nhs.uk/contact-us/isolation-note/,,NHS Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Get help with the isolation note,,Contact the NHS - Isolation note,https://www.nhs.uk/contact-us/isolation-note-help/,,NHS Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App,,Online services - NHS APP,https://www.nhs.uk/nhs-services/online-services/nhs-app/,,NHS Services,,,,,,,,,Apps,Online services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
About the NHS App,,Online services - NHS APP,https://www.nhs.uk/nhs-services/online-services/nhs-app/about-the-nhs-app/,,NHS Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App help and support,,Online services - NHS APP - Help and support,https://www.nhs.uk/nhs-services/online-services/nhs-app/nhs-app-help-and-support/,,NHS Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Abbreviations commonly found in medical records,,Online services - NHS APP - Help and support,https://www.nhs.uk/nhs-services/online-services/nhs-app/nhs-app-help-and-support/abbreviations-commonly-found-in-medical-records/,,NHS Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Organ donation,,Online services - NHS APP - Help and support,https://www.nhs.uk/nhs-services/online-services/nhs-app/nhs-app-help-and-support/organ-donation/,,NHS Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App legal and cookies,,Online services - NHS APP - Legal and cookies,https://www.nhs.uk/nhs-services/online-services/nhs-app/nhs-app-legal-and-cookies/,,NHS Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App open source licences,,Online services - NHS APP - Legal and cookies,https://www.nhs.uk/nhs-services/online-services/nhs-app/nhs-app-legal-and-cookies/nhs-app-open-source-licences/,,NHS Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App privacy policy,,Online services - NHS APP - Legal and cookies,https://www.nhs.uk/nhs-services/online-services/nhs-app/nhs-app-legal-and-cookies/nhs-app-privacy-policy/,,NHS Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App terms of use,,Online services - NHS APP - Legal and cookies,https://www.nhs.uk/nhs-services/online-services/nhs-app/nhs-app-legal-and-cookies/terms-of-use/,,NHS Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Opticians,,Opticians,https://www.nhs.uk/nhs-services/opticians/,,NHS Services,Optician,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Can I get laser eye surgery on the NHS?,,Opticians,https://www.nhs.uk/nhs-services/opticians/can-i-get-laser-eye-surgery-on-the-nhs/,,NHS Services,Optician,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Can I get my glasses repaired or replaced on the NHS?,,Opticians,https://www.nhs.uk/nhs-services/opticians/can-i-get-my-glasses-repaired-or-replaced-on-the-nhs/,,NHS Services,Optician,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Free NHS eye tests and optical vouchers,,Opticians,https://www.nhs.uk/nhs-services/opticians/free-nhs-eye-tests-and-optical-vouchers/,,NHS Services,Optician,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
How often can I have a free NHS eye test?,,Opticians,https://www.nhs.uk/nhs-services/opticians/how-often-can-i-have-a-free-nhs-eye-test/,,NHS Services,Optician,,,,,,,,Information,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS voucher values,,Opticians,https://www.nhs.uk/nhs-services/opticians/nhs-voucher-values-for-glasses-and-lenses/,,NHS Services,Optician,,,,,,,,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Visiting and optician,,Opticians,https://www.nhs.uk/nhs-services/opticians/visiting-an-optician/,,NHS Services,Optician,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Prescription and pharmacies,,Prescription and pharmacies,https://www.nhs.uk/nhs-services/prescriptions-and-pharmacies/,,NHS Services,Pharmacies,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Save money with a prescription prepayment certificate PPC,,Prescription and pharmacies,https://www.nhs.uk/nhs-services/prescriptions-and-pharmacies/save-money-with-a-prescription-prepayment-certificate-ppc/,,NHS Services,Pharmacies,,,,,,,,Healthcare costs,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
The NHS website repeat prescription ordering service,,Prescription and pharmacies,https://www.nhs.uk/nhs-services/prescriptions-and-pharmacies/the-nhs-website-repeat-prescription-ordering-service/,,NHS Services,Pharmacies,,,,,,,,Online services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Who can get free prescriptions,,Prescription and pharmacies,https://www.nhs.uk/nhs-services/prescriptions-and-pharmacies/who-can-get-free-prescriptions/,,NHS Services,Pharmacies,,,,,,,,Healthcare costs,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Pharmacies,,Prescription and pharmacies - Pharmacies,https://www.nhs.uk/nhs-services/prescriptions-and-pharmacies/pharmacies/,,NHS Services,Pharmacies,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Dangers of buying medicines online,,Prescription and pharmacies - Pharmacies,https://www.nhs.uk/nhs-services/prescriptions-and-pharmacies/pharmacies/dangers-of-buying-medicines-online/,,NHS Services,Pharmacies,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
What to expect from your pharmacy team,,Prescription and pharmacies - Pharmacies,https://www.nhs.uk/nhs-services/prescriptions-and-pharmacies/pharmacies/how-your-pharmacy-can-help/,,NHS Services,Pharmacies,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
New Medicine Service (NMS),,Prescription and pharmacies - Pharmacies,https://www.nhs.uk/nhs-services/prescriptions-and-pharmacies/pharmacies/new-medicine-service-nms/,,NHS Services,Pharmacies,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Out-of-hours medicines,,Prescription and pharmacies - Pharmacies,https://www.nhs.uk/nhs-services/prescriptions-and-pharmacies/pharmacies/out-of-hours-medicines/,,NHS Services,Pharmacies,,,,,,,,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Sexual health services,,Sexual health services,https://www.nhs.uk/nhs-services/sexual-health-services/,,NHS Services,,,,,,,,,Information,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Guide to sexual health services,,Sexual health services,https://www.nhs.uk/nhs-services/sexual-health-services/guide-to-sexual-health-services/,,NHS Services,,,,,,,,,Service information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Urgent and emergency care,,Urgent and emergency care,https://www.nhs.uk/nhs-services/urgent-and-emergency-care-services/,,NHS Services,,,,,,,,,Service information,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS Out of hours services,,Urgent and emergency care,https://www.nhs.uk/nhs-services/urgent-and-emergency-care-services/nhs-out-of-hours-services/,,NHS Services,,,,,,,,,Service information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
When to call 999,,Urgent and emergency care,https://www.nhs.uk/nhs-services/urgent-and-emergency-care-services/when-to-call-999/,,NHS Services,,,,,,,,,Service information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
When to go to A & E,,Urgent and emergency care,https://www.nhs.uk/nhs-services/urgent-and-emergency-care-services/when-to-go-to-ae/,,NHS Services,,,,,,,,,Service information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Urgent and emergency care services in England - NHS 111 for urgent medical concerns,,Urgent and emergency care,https://www.nhs.uk/nhs-services/urgent-and-emergency-care-services/when-to-use-111/,,NHS Services,,,,,,,,,Service information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
When to visit an urgent care centre (walk-in centre or minor injury unit),,Urgent and emergency care,https://www.nhs.uk/nhs-services/urgent-and-emergency-care-services/when-to-visit-an-urgent-treatment-centre-walk-in-or-minor-injury-unit/,,NHS Services,,,,,,,,,Service information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Visiting or moving to England,,Visiting or moving to England,https://www.nhs.uk/nhs-services/visiting-or-moving-to-england/,,NHS Services,,,,,,,,,Non-resident healthcare,Information,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
How to access NHS services in England if you're visiting from abroad,,Visiting or moving to England,https://www.nhs.uk/nhs-services/visiting-or-moving-to-england/how-to-access-nhs-services-in-england-if-you-are-visiting-from-abroad/,,NHS Services,,,,,,,,,Non-resident healthcare,Information,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
"Moving to England from EU countries or Norway, Iceland, Liechtenstein",,Visiting or moving to England,https://www.nhs.uk/nhs-services/visiting-or-moving-to-england/moving-to-england-from-eu-countries-or-norway-iceland-liectenstein-or-switzerland/,,NHS Services,,,,,,,,,Non-resident healthcare,Information,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Moving to England from outside the European Economic Area (EEA),,Visiting or moving to England,https://www.nhs.uk/nhs-services/visiting-or-moving-to-england/moving-to-england-from-outside-the-european-economic-area-eea/,,NHS Services,,,,,,,,,Non-resident healthcare,Information,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
"Visitors from EU countries, Norway, Iceland, Liechtenstein or Switzerland",,Visiting or moving to England,https://www.nhs.uk/nhs-services/visiting-or-moving-to-england/visitors-from-eu-countries-norway-iceland-liechtenstein-or-switzerland/,,NHS Services,,,,,,,,,Non-resident healthcare,Information,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Visitors from outside the European Economic Area (EEA),,Visiting or moving to England,https://www.nhs.uk/nhs-services/visiting-or-moving-to-england/visitors-from-outside-the-european-economic-area-eea/,,NHS Services,,,,,,,,,Non-resident healthcare,Information,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Visitors who do not need to pay for NHS treatment,,Visiting or moving to England,https://www.nhs.uk/nhs-services/visiting-or-moving-to-england/visitors-who-do-not-need-to-pay-for-nhs-treatment/,,NHS Services,,,,,,,,,Non-resident healthcare,Information,Healthcare costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Services,,Services,https://www.nhs.uk/using-the-nhs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mental health services,,Mental health services,https://www.nhs.uk/using-the-nhs/nhs-services/mental-health-services/,,NHS Services,Mental Health,,,,,,,,Find a service,Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Electronic prescriptions,,Pharmacies,https://www.nhs.uk/nhs-services/prescriptions-and-pharmacies/electronic-prescriptions/,,NHS Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App,,NHS App,https://www.nhs.uk/nhs-app/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
About the NHS App,,NHS App - About the NHS App,https://www.nhs.uk/nhs-app/about-the-nhs-app/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App help and support,,NHS App - NHS App help and support,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Appointments and online consultations in the NHS App,,NHS App - NHS App help and support - Appointments and online consultations,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/appointments-and-online-consultations-in-the-nhs-app/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
GP surgery appointments,,NHS App - NHS App help and support - Appointments and online consultations,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/appointments-and-online-consultations-in-the-nhs-app/gp-surgery-appointments/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Hospital and other appointments,,NHS App - NHS App help and support - Appointments and online consultations,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/appointments-and-online-consultations-in-the-nhs-app/hospital-and-other-appointments/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Online consultations,,NHS App - NHS App help and support - Appointments and online consultations,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/appointments-and-online-consultations-in-the-nhs-app/online-consultations/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Getting started with the NHS App,,NHS App - NHS App help and support - Getting started,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/getting-started-with-the-nhs-app/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Logging in to the NHS App,,NHS App - NHS App help and support - Getting started,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/getting-started-with-the-nhs-app/logging-in-to-the-nhs-app/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Proving who you are to get full access,,NHS App - NHS App help and support - Getting started,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/getting-started-with-the-nhs-app/proving-who-you-are-to-get-full-access/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Health records in the NHS App,,NHS App - NHS App help and support - Health records,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/health-records-in-the-nhs-app/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Abbreviations commonly found in medical records,,NHS App - NHS App help and support - Health records,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/health-records-in-the-nhs-app/abbreviations-commonly-found-in-medical-records/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
About the NHS COVID Pass service,,NHS App - NHS App help and support - Health records,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/health-records-in-the-nhs-app/about-the-nhs-covid-pass-service/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Choosing your data sharing preferences,,NHS App - NHS App help and support - Health records,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/health-records-in-the-nhs-app/choosing-your-data-sharing-preferences/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
GP health record,,NHS App - NHS App help and support - Health records,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/health-records-in-the-nhs-app/gp-health-record/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Organ donation,,NHS App - NHS App help and support - Health records,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/health-records-in-the-nhs-app/organ-donation/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Personal health records,,NHS App - NHS App help and support - Health records,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/health-records-in-the-nhs-app/personal-health-records/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Third party services,,NHS App - NHS App help and support - Health records,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/health-records-in-the-nhs-app/third-party-services/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Linked profiles in the NHS App,,NHS App - NHS App help and support - Linked profiles,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/linked-profiles-in-the-nhs-app/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Messaging in the NHS App,,NHS App - NHS App help and support - Messaging,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/messaging-in-the-nhs-app/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App account and settings,,NHS App - NHS App help and support - Account and settings,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/nhs-app-account-and-settings/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Managing your NHS App account,,NHS App - NHS App help and support - Account and settings,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/nhs-app-account-and-settings/managing-your-nhs-app-account/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Security and privacy,,NHS App - NHS App help and support - Account and settings,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/nhs-app-account-and-settings/security-and-privacy/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App technical information,,NHS App - NHS App help and support - Technical information,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/nhs-app-technical-information/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App release notes,,NHS App - NHS App help and support - Technical information,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/nhs-app-technical-information/nhs-app-release-notes/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Technical issues with the app,,NHS App - NHS App help and support - Technical information,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/nhs-app-technical-information/technical-issues-with-the-nhs-app/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Prescriptions in the NHS App,,NHS App - NHS App help and support - Prescriptions,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/prescriptions-in-the-nhs-app/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Nominating a pharmacy,,NHS App - NHS App help and support - Prescriptions,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/prescriptions-in-the-nhs-app/nominating-a-pharmacy/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Ordering a prescription,,NHS App - NHS App help and support - Prescriptions,https://www.nhs.uk/nhs-app/nhs-app-help-and-support/prescriptions-in-the-nhs-app/ordering-a-prescription/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App legal and cookies,,NHS App - NHS App legal and cookies,https://www.nhs.uk/nhs-app/nhs-app-legal-and-cookies/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App accessibility statement,,NHS App - NHS App legal and cookies,https://www.nhs.uk/nhs-app/nhs-app-legal-and-cookies/nhs-app-accessibility-statement/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
NHS App cookies policy,,NHS App - NHS App legal and cookies,https://www.nhs.uk/nhs-app/nhs-app-legal-and-cookies/nhs-app-cookies-policy/,,App help & information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
